,work_year,employment_type,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,job_title,experience_level,company_size
3490,2024,FT,140000,USD,140000,US,0,US,Data Engineer,Middle,Medium
3491,2024,FT,70000,USD,70000,US,0,US,Data Engineer,Middle,Medium
3492,2024,FT,150800,USD,150800,US,0,US,Data Scientist,Senior,Medium
3493,2024,FT,100600,USD,100600,US,0,US,Data Scientist,Senior,Medium
3494,2024,FT,276000,USD,276000,US,0,US,Data Architect,Senior,Medium
3495,2024,FT,174000,USD,174000,US,0,US,Data Architect,Senior,Medium
3496,2024,FT,120000,USD,120000,US,0,US,Data Scientist,Middle,Medium
3497,2024,FT,94400,USD,94400,US,0,US,Data Scientist,Middle,Medium
3498,2024,FT,160000,USD,160000,US,0,US,Data Scientist,Middle,Medium
3499,2024,FT,136000,USD,136000,US,0,US,Data Scientist,Middle,Medium
3500,2024,FT,215000,USD,215000,US,0,US,Data Scientist,Middle,Medium
3501,2024,FT,152000,USD,152000,US,0,US,Data Scientist,Middle,Medium
3502,2024,FT,140000,USD,140000,US,0,US,Data Analyst,Senior,Medium
3503,2024,FT,110000,USD,110000,US,0,US,Data Analyst,Senior,Medium
3504,2024,FT,185000,USD,185000,US,0,US,Business Intelligence Engineer,Senior,Large
3505,2024,FT,79600,USD,79600,US,0,US,Business Intelligence Engineer,Senior,Large
3506,2024,FT,215000,USD,215000,AU,100,AU,Prompt Engineer,Middle,Medium
3507,2024,FT,200000,USD,200000,AU,100,AU,Prompt Engineer,Middle,Medium
3508,2024,FT,212500,USD,212500,US,0,US,Data Engineer,Expert,Medium
3509,2024,FT,163500,USD,163500,US,0,US,Data Engineer,Expert,Medium
3510,2024,FT,237650,USD,237650,US,0,US,Research Engineer,Senior,Medium
3511,2024,FT,172700,USD,172700,US,0,US,Research Engineer,Senior,Medium
3512,2024,FT,148500,USD,148500,US,100,US,Data Scientist,Senior,Medium
3513,2024,FT,103275,USD,103275,US,100,US,Data Scientist,Senior,Medium
3514,2024,FT,175000,USD,175000,US,100,US,Data Scientist,Senior,Medium
3515,2024,FT,145000,USD,145000,US,100,US,Data Scientist,Senior,Medium
3516,2024,FT,257400,USD,257400,US,0,US,Research Engineer,Entry,Medium
3517,2024,FT,193500,USD,193500,US,0,US,Research Engineer,Entry,Medium
3518,2024,FT,17598,USD,17598,MX,50,MX,Data Engineer,Entry,Large
3519,2024,FT,17600,USD,17600,MX,50,MX,Big Data Engineer,Entry,Large
3520,2024,FT,140000,USD,140000,US,0,US,Machine Learning Scientist,Senior,Medium
3521,2024,FT,90000,USD,90000,US,0,US,Machine Learning Scientist,Senior,Medium
3522,2024,FT,333500,USD,333500,US,0,US,Research Engineer,Senior,Medium
3523,2024,FT,180000,USD,180000,US,0,US,Research Engineer,Senior,Medium
3524,2024,FT,285670,USD,285670,US,100,US,Data Scientist,Senior,Medium
3525,2024,FT,207760,USD,207760,US,100,US,Data Scientist,Senior,Medium
3526,2024,FT,72128,EUR,80142,NL,0,NL,Data Analyst,Entry,Medium
3527,2024,FT,50490,EUR,56100,NL,0,NL,Data Analyst,Entry,Medium
3528,2024,FT,170800,USD,170800,US,0,US,Data Scientist,Senior,Medium
3529,2024,FT,92300,USD,92300,US,0,US,Data Scientist,Senior,Medium
3530,2024,FT,249700,USD,249700,US,100,US,Applied Scientist,Senior,Medium
3531,2024,FT,156300,USD,156300,US,100,US,Applied Scientist,Senior,Medium
3532,2024,FT,200200,USD,200200,US,0,US,Data Analyst,Senior,Medium
3533,2024,FT,111200,USD,111200,US,0,US,Data Analyst,Senior,Medium
3534,2024,FT,195200,USD,195200,US,0,US,Research Scientist,Middle,Large
3535,2024,FT,100400,USD,100400,US,0,US,Research Scientist,Middle,Large
3536,2024,FT,153900,USD,153900,US,0,US,Data Analyst,Senior,Medium
3537,2024,FT,85500,USD,85500,US,0,US,Data Analyst,Senior,Medium
3538,2024,FT,222000,USD,222000,US,100,US,Data Architect,Senior,Medium
3539,2024,FT,132000,USD,132000,US,100,US,Data Architect,Senior,Medium
3540,2024,FT,220000,USD,220000,US,0,US,Data Scientist,Senior,Medium
3541,2024,FT,137500,USD,137500,US,0,US,Data Scientist,Senior,Medium
3542,2024,FT,83200,USD,83200,US,100,US,Research Analyst,Entry,Medium
3543,2024,FT,45900,USD,45900,US,100,US,Research Analyst,Entry,Medium
3544,2024,FT,179000,USD,179000,US,0,US,Data Scientist,Middle,Medium
3545,2024,FT,112000,USD,112000,US,0,US,Data Scientist,Middle,Medium
3546,2024,FT,200000,USD,200000,US,100,US,AI Engineer,Middle,Medium
3547,2024,FT,180000,USD,180000,US,100,US,AI Engineer,Middle,Medium
3548,2024,FT,54000,EUR,60000,FR,0,FR,Data Analyst,Entry,Medium
3549,2024,FT,50000,EUR,55555,FR,0,FR,Data Analyst,Entry,Medium
3550,2024,FT,60000,GBP,75000,GB,0,GB,Data Scientist,Senior,Medium
3551,2024,FT,40000,GBP,50000,GB,0,GB,Data Scientist,Senior,Medium
3552,2023,FT,56000,EUR,60462,DE,0,DE,Prompt Engineer,Middle,Small
3553,2024,FT,172800,USD,172800,US,0,US,Research Engineer,Entry,Medium
3554,2024,FT,144000,USD,144000,US,0,US,Research Engineer,Entry,Medium
3555,2024,FT,65000,EUR,72222,AT,0,AT,Data Engineer,Middle,Medium
3556,2024,FT,43000,EUR,47777,AT,0,AT,Data Engineer,Middle,Medium
3557,2024,FT,230000,USD,230000,US,100,US,Machine Learning Engineer,Senior,Medium
3558,2024,FT,200000,USD,200000,US,100,US,Machine Learning Engineer,Senior,Medium
3559,2024,FT,363000,USD,363000,US,0,US,Data Architect,Senior,Medium
3560,2024,FT,139800,USD,139800,US,0,US,Data Architect,Senior,Medium
3561,2024,FT,109000,USD,109000,US,100,US,Data Scientist,Middle,Medium
3562,2024,FT,93000,USD,93000,US,100,US,Data Scientist,Middle,Medium
3563,2024,FT,35000,EUR,38888,PT,0,PT,Research Engineer,Middle,Medium
3564,2024,FT,26000,EUR,28888,PT,0,PT,Research Engineer,Middle,Medium
3565,2024,FT,248600,USD,248600,US,0,US,Data Scientist,Senior,Medium
3566,2024,FT,149200,USD,149200,US,0,US,Data Scientist,Senior,Medium
3567,2024,FT,175000,USD,175000,US,0,US,Business Intelligence,Senior,Medium
3568,2024,FT,150000,USD,150000,US,0,US,Business Intelligence,Senior,Medium
3569,2024,FT,179000,USD,179000,US,0,US,Data Modeler,Senior,Medium
3570,2024,FT,112000,USD,112000,US,0,US,Data Modeler,Senior,Medium
3571,2024,FT,87999,USD,87999,US,0,US,Data Analyst,Entry,Medium
3572,2024,FT,66560,USD,66560,US,0,US,Data Analyst,Entry,Medium
3573,2024,FT,108500,USD,108500,US,100,US,Business Intelligence Engineer,Senior,Medium
3574,2024,FT,78800,USD,78800,US,100,US,Business Intelligence Engineer,Senior,Medium
3575,2024,FT,90000,USD,90000,US,0,US,Robotics Engineer,Middle,Medium
3576,2024,FT,70000,USD,70000,US,0,US,Robotics Engineer,Middle,Medium
3577,2024,FT,165000,USD,165000,US,0,US,Robotics Engineer,Senior,Medium
3578,2024,FT,150000,USD,150000,US,0,US,Robotics Engineer,Senior,Medium
3579,2024,FT,179000,USD,179000,US,0,US,Data Engineer,Senior,Medium
3580,2024,FT,112000,USD,112000,US,0,US,Data Engineer,Senior,Medium
3581,2024,FT,131200,USD,131200,US,100,US,Data Manager,Senior,Medium
3582,2024,FT,95300,USD,95300,US,100,US,Data Manager,Senior,Medium
3583,2024,FT,144300,USD,144300,US,100,US,Business Intelligence Lead,Senior,Medium
3584,2024,FT,104800,USD,104800,US,100,US,Business Intelligence Lead,Senior,Medium
3585,2024,FT,178250,USD,178250,US,100,US,Machine Learning Engineer,Senior,Medium
3586,2024,FT,105500,USD,105500,US,100,US,Machine Learning Engineer,Senior,Medium
3587,2024,FT,248600,USD,248600,US,0,US,Data Scientist,Senior,Medium
3588,2024,FT,149200,USD,149200,US,0,US,Data Scientist,Senior,Medium
3589,2024,FT,219600,USD,219600,US,0,US,Data Manager,Senior,Medium
3590,2024,FT,125500,USD,125500,US,0,US,Data Manager,Senior,Medium
3591,2024,FT,258500,USD,258500,US,0,US,Data Engineer,Senior,Medium
3592,2024,FT,191857,USD,191857,US,0,US,Data Engineer,Senior,Medium
3593,2024,FT,41105,GBP,51381,US,0,US,Data Engineer,Middle,Medium
3594,2024,FT,34940,GBP,43675,US,0,US,Data Engineer,Middle,Medium
3595,2024,FT,212000,USD,212000,US,0,US,AI Engineer,Senior,Medium
3596,2024,FT,93300,USD,93300,US,0,US,AI Engineer,Senior,Medium
3597,2024,FT,194000,USD,194000,US,0,US,Data Engineer,Middle,Medium
3598,2024,FT,96000,USD,96000,US,0,US,Data Engineer,Middle,Medium
3599,2024,FT,250000,USD,250000,US,100,US,Data Architect,Senior,Medium
3600,2024,FT,140000,USD,140000,US,100,US,Data Architect,Senior,Medium
3601,2024,FT,54000,EUR,60000,LT,0,LT,Data Engineer,Entry,Medium
3602,2024,FT,45600,EUR,50666,LT,0,LT,Data Engineer,Entry,Medium
3603,2024,FT,175100,USD,175100,US,0,US,Data Scientist,Entry,Medium
3604,2024,FT,82915,USD,82915,US,0,US,Data Scientist,Entry,Medium
3605,2024,FT,162240,USD,162240,US,0,US,Data Scientist,Entry,Medium
3606,2024,FT,47840,USD,47840,US,0,US,Data Scientist,Entry,Medium
3607,2024,FT,243800,USD,243800,US,100,US,Data Scientist,Middle,Medium
3608,2024,FT,123800,USD,123800,US,100,US,Data Scientist,Middle,Medium
3609,2024,FT,237600,USD,237600,US,100,US,Data Engineer,Senior,Medium
3610,2024,FT,168600,USD,168600,US,100,US,Data Engineer,Senior,Medium
3611,2024,FT,155000,USD,155000,US,100,US,Business Intelligence,Middle,Medium
3612,2024,FT,124000,USD,124000,US,100,US,Business Intelligence,Middle,Medium
3613,2024,FT,242000,USD,242000,CA,0,CA,Machine Learning Engineer,Senior,Medium
3614,2024,FT,215000,USD,215000,CA,0,CA,Machine Learning Engineer,Senior,Medium
3615,2024,FT,229369,USD,229369,US,0,US,Machine Learning Engineer,Senior,Medium
3616,2024,FT,146900,USD,146900,US,0,US,Machine Learning Engineer,Senior,Medium
3617,2024,FT,170000,USD,170000,US,0,US,Data Scientist,Senior,Medium
3618,2024,FT,152000,USD,152000,US,0,US,Data Scientist,Senior,Medium
3619,2024,FT,260000,USD,260000,US,0,US,Applied Scientist,Senior,Large
3620,2024,FT,136000,USD,136000,US,0,US,Applied Scientist,Senior,Large
3621,2024,FT,180000,USD,180000,US,0,US,Data Scientist,Expert,Medium
3622,2024,FT,125000,USD,125000,US,0,US,Data Scientist,Expert,Medium
3623,2024,FT,147000,USD,147000,US,0,US,Data Analyst,Middle,Medium
3624,2024,FT,118000,USD,118000,US,0,US,Data Analyst,Middle,Medium
3625,2024,FT,247500,USD,247500,US,100,US,Data Engineer,Senior,Medium
3626,2024,FT,172200,USD,172200,US,100,US,Data Engineer,Senior,Medium
3627,2024,FT,101000,USD,101000,US,0,US,Data Analyst,Entry,Medium
3628,2024,FT,85000,USD,85000,US,0,US,Data Analyst,Entry,Medium
3629,2024,FT,154000,USD,154000,US,0,US,Data Analyst,Middle,Medium
3630,2024,FT,105000,USD,105000,US,0,US,Data Analyst,Middle,Medium
3631,2024,FT,206500,USD,206500,US,0,US,Data Operations Specialist,Senior,Medium
3632,2024,FT,121500,USD,121500,US,0,US,Data Operations Specialist,Senior,Medium
3633,2024,FT,72500,USD,72500,US,0,US,Data Analyst,Middle,Medium
3634,2024,FT,61000,USD,61000,US,0,US,Data Analyst,Middle,Medium
3635,2024,FT,80000,GBP,100000,GB,0,GB,Research Analyst,Senior,Medium
3636,2024,FT,70000,GBP,87500,GB,0,GB,Research Analyst,Senior,Medium
3637,2024,FT,288400,USD,288400,US,0,US,Data Scientist,Senior,Medium
3638,2024,FT,144200,USD,144200,US,0,US,Data Scientist,Senior,Medium
3639,2024,FT,530000,USD,530000,US,0,US,ML Engineer,Middle,Medium
3640,2024,FT,440000,USD,440000,US,0,US,ML Engineer,Middle,Medium
3641,2024,FT,171600,USD,171600,US,0,US,Machine Learning Engineer,Entry,Medium
3642,2024,FT,99500,USD,99500,US,0,US,Machine Learning Engineer,Entry,Medium
3643,2024,FT,175000,USD,175000,US,100,US,Data Analyst,Senior,Medium
3644,2024,FT,150000,USD,150000,US,100,US,Data Analyst,Senior,Medium
3645,2024,FT,199700,USD,199700,US,0,US,Data Engineer,Senior,Medium
3646,2024,FT,165100,USD,165100,US,0,US,Data Engineer,Senior,Medium
3647,2024,FT,774000,USD,774000,MX,0,MX,Data Analyst,Entry,Medium
3648,2024,FT,85900,USD,85900,MX,0,MX,Data Analyst,Entry,Medium
3649,2024,FT,222200,USD,222200,US,0,US,Applied Scientist,Middle,Large
3650,2024,FT,136000,USD,136000,US,0,US,Applied Scientist,Middle,Large
3651,2024,FT,313000,USD,313000,US,100,US,Data Engineer,Senior,Medium
3652,2024,FT,135000,USD,135000,US,100,US,Data Engineer,Senior,Medium
3653,2024,FT,153018,USD,153018,US,0,US,Analytics Engineer,Senior,Medium
3654,2024,FT,135000,USD,135000,US,0,US,Analytics Engineer,Senior,Medium
3655,2024,FT,720000,USD,720000,US,0,US,Analytics Engineer,Middle,Medium
3656,2024,FT,170000,USD,170000,US,0,US,Analytics Engineer,Middle,Medium
3657,2024,FT,321000,USD,321000,US,100,US,Research Scientist,Senior,Medium
3658,2024,FT,214000,USD,214000,US,100,US,Research Scientist,Senior,Medium
3659,2024,FT,95000,GBP,118750,GB,0,GB,Data Engineer,Senior,Medium
3660,2024,FT,50750,GBP,63437,GB,0,GB,Data Engineer,Senior,Medium
3661,2024,FT,120000,USD,120000,US,100,US,Data Analyst,Entry,Medium
3662,2024,FT,111510,USD,111510,US,100,US,Data Analyst,Entry,Medium
3663,2024,FT,141375,USD,141375,US,100,US,Data Analyst,Senior,Medium
3664,2024,FT,111500,USD,111500,US,100,US,Data Analyst,Senior,Medium
3665,2024,FT,30000,USD,30000,BA,0,BA,AI Programmer,Middle,Small
3666,2024,FT,75000,USD,75000,US,100,US,Data Analyst,Middle,Medium
3667,2024,FT,250000,USD,250000,US,100,US,Machine Learning Scientist,Senior,Medium
3668,2024,FT,125000,USD,125000,US,100,US,Machine Learning Scientist,Senior,Medium
3669,2024,FT,83300,USD,83300,US,0,US,Data Analyst,Entry,Medium
3670,2024,FT,47500,USD,47500,US,0,US,Data Analyst,Entry,Medium
3671,2024,FT,154818,USD,154818,US,0,US,Data Analyst,Entry,Medium
3672,2024,FT,96761,USD,96761,US,0,US,Data Analyst,Entry,Medium
3673,2024,FT,120000,GBP,150000,GB,0,GB,Data Architect,Senior,Medium
3674,2024,FT,90000,GBP,112500,GB,0,GB,Data Architect,Senior,Medium
3675,2024,FT,345400,USD,345400,US,0,US,Machine Learning Engineer,Senior,Medium
3676,2024,FT,223700,USD,223700,US,0,US,Machine Learning Engineer,Senior,Medium
3677,2024,FT,96600,USD,96600,US,0,US,Data Manager,Senior,Medium
3678,2024,FT,55200,USD,55200,US,0,US,Data Manager,Senior,Medium
3679,2024,FT,128000,USD,128000,US,0,US,Data Engineer,Senior,Medium
3680,2024,FT,81500,USD,81500,US,0,US,Data Engineer,Senior,Medium
3681,2024,FT,218185,USD,218185,US,100,US,Data Engineer,Senior,Medium
3682,2024,FT,158680,USD,158680,US,100,US,Data Engineer,Senior,Medium
3683,2024,FT,135000,USD,135000,US,0,US,Data Analyst,Senior,Medium
3684,2024,FT,100000,USD,100000,US,0,US,Data Analyst,Senior,Medium
3685,2024,FT,185000,USD,185000,US,0,US,Business Intelligence Engineer,Middle,Large
3686,2024,FT,79600,USD,79600,US,0,US,Business Intelligence Engineer,Middle,Large
3687,2024,FT,235700,USD,235700,US,0,US,Data Scientist,Senior,Medium
3688,2024,FT,124400,USD,124400,US,0,US,Data Scientist,Senior,Medium
3689,2024,FT,222200,USD,222200,US,0,US,Applied Scientist,Middle,Large
3690,2024,FT,136000,USD,136000,US,0,US,Applied Scientist,Middle,Large
3691,2024,FT,225000,USD,225000,US,0,US,Machine Learning Engineer,Senior,Medium
3692,2024,FT,150000,USD,150000,US,0,US,Machine Learning Engineer,Senior,Medium
3693,2024,FT,180000,USD,180000,US,0,US,Data Engineer,Middle,Medium
3694,2024,FT,130000,USD,130000,US,0,US,Data Engineer,Middle,Medium
3695,2024,FT,286500,USD,286500,US,0,US,Data Scientist,Expert,Medium
3696,2024,FT,204000,USD,204000,US,0,US,Data Scientist,Expert,Medium
3697,2024,FT,180000,USD,180000,US,0,US,Data Scientist,Senior,Medium
3698,2024,FT,139000,USD,139000,US,0,US,Data Scientist,Senior,Medium
3699,2024,FT,100000,USD,100000,US,0,US,Data Developer,Middle,Medium
3700,2024,FT,95000,USD,95000,US,0,US,Data Developer,Middle,Medium
3701,2024,FT,60000,USD,60000,BR,100,BR,Machine Learning Engineer,Senior,Medium
3702,2024,FT,54000,USD,54000,BR,100,BR,Machine Learning Engineer,Senior,Medium
3703,2024,FT,385000,USD,385000,US,0,US,AI Engineer,Senior,Medium
3704,2024,FT,310000,USD,310000,US,0,US,AI Engineer,Senior,Medium
3705,2024,FT,207000,USD,207000,US,100,US,Machine Learning Engineer,Senior,Medium
3706,2024,FT,149800,USD,149800,US,100,US,Machine Learning Engineer,Senior,Medium
3707,2024,FT,300000,USD,300000,US,100,US,Data Scientist,Expert,Medium
3708,2024,FT,220000,USD,220000,US,100,US,Data Scientist,Expert,Medium
3709,2024,FT,202800,USD,202800,US,100,US,Data Scientist,Senior,Medium
3710,2024,FT,115000,USD,115000,US,100,US,Data Scientist,Senior,Medium
3711,2024,FT,140400,USD,140400,US,100,US,Data Scientist,Middle,Medium
3712,2024,FT,90000,USD,90000,US,100,US,Data Scientist,Middle,Medium
3713,2024,FT,175000,USD,175000,US,100,US,Machine Learning Engineer,Senior,Medium
3714,2024,FT,150000,USD,150000,US,100,US,Machine Learning Engineer,Senior,Medium
3715,2024,FT,168000,USD,168000,US,0,US,BI Developer,Middle,Medium
3716,2024,FT,158000,USD,158000,US,0,US,BI Developer,Middle,Medium
3717,2024,FT,165000,USD,165000,US,0,US,Data Architect,Senior,Medium
3718,2024,FT,123000,USD,123000,US,0,US,Data Architect,Senior,Medium
3719,2024,FT,92000,USD,92000,AR,100,AR,Machine Learning Engineer,Senior,Medium
3720,2024,FT,85000,USD,85000,AR,100,AR,Machine Learning Engineer,Senior,Medium
3721,2024,FT,170200,USD,170200,US,0,US,Data Scientist,Middle,Medium
3722,2024,FT,83900,USD,83900,US,0,US,Data Scientist,Middle,Medium
3723,2024,FT,180000,USD,180000,US,0,US,Data Scientist,Senior,Medium
3724,2024,FT,139000,USD,139000,US,0,US,Data Scientist,Senior,Medium
3725,2024,FT,130000,USD,130000,US,100,US,Data Engineer,Middle,Medium
3726,2024,FT,90000,USD,90000,US,100,US,Data Engineer,Middle,Medium
3727,2024,FT,210000,USD,210000,US,0,US,AI Engineer,Senior,Medium
3728,2024,FT,190000,USD,190000,US,0,US,AI Engineer,Senior,Medium
3729,2024,FT,150000,USD,150000,US,100,US,ETL Engineer,Expert,Large
3730,2024,FT,200000,USD,200000,US,0,US,Data Architect,Senior,Medium
3731,2024,FT,115000,USD,115000,US,0,US,Data Architect,Senior,Medium
3732,2024,FT,174500,USD,174500,US,100,US,Data Scientist,Senior,Medium
3733,2024,FT,126800,USD,126800,US,100,US,Data Scientist,Senior,Medium
3734,2024,FT,114000,USD,114000,CA,0,CA,Data Modeler,Middle,Medium
3735,2024,FT,69000,USD,69000,CA,0,CA,Data Modeler,Middle,Medium
3736,2024,FT,277000,USD,277000,US,0,US,Machine Learning Scientist,Senior,Medium
3737,2024,FT,173000,USD,173000,US,0,US,Machine Learning Scientist,Senior,Medium
3738,2024,FT,179000,USD,179000,US,0,US,Data Engineer,Middle,Medium
3739,2024,FT,112000,USD,112000,US,0,US,Data Engineer,Middle,Medium
3740,2024,FT,130000,USD,130000,US,100,US,Data Analyst,Entry,Medium
3741,2024,FT,115000,USD,115000,US,100,US,Data Analyst,Entry,Medium
3742,2024,FT,200070,USD,200070,CA,0,CA,ML Engineer,Senior,Medium
3743,2024,FT,107730,USD,107730,CA,0,CA,ML Engineer,Senior,Medium
3744,2024,FT,65000,GBP,81250,US,0,US,Data Scientist,Senior,Medium
3745,2024,FT,56000,GBP,70000,US,0,US,Data Scientist,Senior,Medium
3746,2024,FT,240000,USD,240000,US,0,US,Machine Learning Engineer,Middle,Medium
3747,2024,FT,130000,USD,130000,US,0,US,Machine Learning Engineer,Middle,Medium
3748,2024,FT,230000,USD,230000,US,100,US,Data Engineer,Senior,Medium
3749,2024,FT,165000,USD,165000,US,100,US,Data Engineer,Senior,Medium
3750,2024,FT,180000,USD,180000,US,0,US,Machine Learning Engineer,Senior,Medium
3751,2024,FT,125000,USD,125000,US,0,US,Machine Learning Engineer,Senior,Medium
3752,2024,FT,165000,USD,165000,US,0,US,Data Scientist,Middle,Medium
3753,2024,FT,132000,USD,132000,US,0,US,Data Scientist,Middle,Medium
3754,2024,FT,282000,USD,282000,US,0,US,Robotics Software Engineer,Senior,Medium
3755,2024,FT,188000,USD,188000,US,0,US,Robotics Software Engineer,Senior,Medium
3756,2024,FT,287500,USD,287500,US,0,US,Analytics Engineer,Senior,Medium
3757,2024,FT,156000,USD,156000,US,0,US,Analytics Engineer,Senior,Medium
3758,2024,FT,175000,USD,175000,US,100,US,Data Scientist,Senior,Medium
3759,2024,FT,150000,USD,150000,US,100,US,Data Scientist,Senior,Medium
3760,2024,FT,125000,USD,125000,US,0,US,Data Engineer,Middle,Medium
3761,2024,FT,89000,USD,89000,US,0,US,Data Engineer,Middle,Medium
3762,2024,FT,198000,USD,198000,US,0,US,Data Scientist,Entry,Medium
3763,2024,FT,132000,USD,132000,US,0,US,Data Scientist,Entry,Medium
3764,2024,FT,158100,USD,158100,US,0,US,Data Scientist,Middle,Medium
3765,2024,FT,138500,USD,138500,US,0,US,Data Scientist,Middle,Medium
3766,2024,FT,220000,USD,220000,US,0,US,Data Scientist,Middle,Medium
3767,2024,FT,150000,USD,150000,US,0,US,Data Scientist,Middle,Medium
3768,2024,FT,179700,USD,179700,US,0,US,Machine Learning Engineer,Middle,Medium
3769,2024,FT,85700,USD,85700,US,0,US,Machine Learning Engineer,Middle,Medium
3770,2024,FT,220000,USD,220000,US,0,US,Machine Learning Engineer,Middle,Medium
3771,2024,FT,137500,USD,137500,US,0,US,Machine Learning Engineer,Middle,Medium
3772,2024,FT,150000,USD,150000,US,0,US,Business Intelligence,Expert,Medium
3773,2024,FT,120000,USD,120000,US,0,US,Business Intelligence,Expert,Medium
3774,2024,FT,38400,EUR,42666,LV,0,LV,Data Analyst,Middle,Medium
3775,2024,FT,32400,EUR,36000,LV,0,LV,Data Analyst,Middle,Medium
3776,2024,FT,144300,USD,144300,US,100,US,Data Scientist,Senior,Medium
3777,2024,FT,104800,USD,104800,US,100,US,Data Scientist,Senior,Medium
3778,2024,FT,250000,USD,250000,US,100,US,Head of Data,Expert,Medium
3779,2024,FT,215000,USD,215000,US,100,US,Head of Data,Expert,Medium
3780,2024,FT,150000,USD,150000,US,100,US,Data Analyst,Entry,Medium
3781,2024,FT,110000,USD,110000,US,100,US,Data Analyst,Entry,Medium
3782,2024,FT,110000,USD,110000,US,100,US,Data Scientist,Middle,Medium
3783,2024,FT,90000,USD,90000,US,100,US,Data Scientist,Middle,Medium
3784,2024,FT,200000,USD,200000,US,0,US,Machine Learning Engineer,Middle,Medium
3785,2024,FT,140000,USD,140000,US,0,US,Machine Learning Engineer,Middle,Medium
3786,2024,FT,196350,USD,196350,US,100,US,Machine Learning Scientist,Senior,Medium
3787,2024,FT,127500,USD,127500,US,100,US,Machine Learning Scientist,Senior,Medium
3788,2024,FT,219600,USD,219600,US,0,US,Data Manager,Senior,Medium
3789,2024,FT,125500,USD,125500,US,0,US,Data Manager,Senior,Medium
3790,2024,FT,212000,USD,212000,US,0,US,AI Product Manager,Middle,Medium
3791,2024,FT,93300,USD,93300,US,0,US,AI Product Manager,Middle,Medium
3792,2024,FT,140900,USD,140900,US,100,US,Data Engineer,Middle,Medium
3793,2024,FT,104100,USD,104100,US,100,US,Data Engineer,Middle,Medium
3794,2024,FT,193000,USD,193000,US,0,US,Data Scientist,Senior,Medium
3795,2024,FT,147645,USD,147645,US,0,US,Data Scientist,Senior,Medium
3796,2024,FT,207000,USD,207000,US,0,US,Data Scientist,Middle,Medium
3797,2024,FT,150000,USD,150000,US,0,US,Data Scientist,Middle,Medium
3798,2024,FT,150000,USD,150000,US,100,US,Data Engineer,Senior,Medium
3799,2024,FT,120000,USD,120000,US,100,US,Data Engineer,Senior,Medium
3800,2024,FT,180000,USD,180000,US,0,US,Research Scientist,Senior,Medium
3801,2024,FT,148000,USD,148000,US,0,US,Research Scientist,Senior,Medium
3802,2024,FT,160000,USD,160000,US,0,US,Data Scientist,Middle,Medium
3803,2024,FT,120000,USD,120000,US,0,US,Data Scientist,Middle,Medium
3804,2024,FT,204500,USD,204500,US,0,US,Data Engineer,Expert,Medium
3805,2024,FT,130000,USD,130000,US,0,US,Data Engineer,Expert,Medium
3806,2024,FT,207000,USD,207000,US,0,US,Robotics Software Engineer,Middle,Medium
3807,2024,FT,138000,USD,138000,US,0,US,Robotics Software Engineer,Middle,Medium
3808,2024,FT,173000,USD,173000,US,100,US,Data Engineer,Senior,Medium
3809,2024,FT,138400,USD,138400,US,100,US,Data Engineer,Senior,Medium
3810,2024,FT,278700,USD,278700,US,0,US,Research Scientist,Senior,Medium
3811,2024,FT,159300,USD,159300,US,0,US,Research Scientist,Senior,Medium
3812,2024,FT,215000,USD,215000,US,0,US,Machine Learning Engineer,Senior,Medium
3813,2024,FT,146900,USD,146900,US,0,US,Machine Learning Engineer,Senior,Medium
3814,2024,FT,115000,USD,115000,US,0,US,Business Intelligence,Senior,Medium
3815,2024,FT,100000,USD,100000,US,0,US,Business Intelligence,Senior,Medium
3816,2024,FT,106260,USD,106260,US,0,US,Data Analyst,Senior,Medium
3817,2024,FT,82000,USD,82000,US,0,US,Data Analyst,Senior,Medium
3818,2024,FT,220000,USD,220000,US,0,US,Data Engineer,Senior,Medium
3819,2024,FT,190000,USD,190000,US,0,US,Data Engineer,Senior,Medium
3820,2024,FT,150000,USD,150000,US,100,US,Data Analyst,Middle,Medium
3821,2024,FT,110000,USD,110000,US,100,US,Data Analyst,Middle,Medium
3822,2024,FT,145000,USD,145000,US,100,US,AI Engineer,Middle,Medium
3823,2024,FT,95000,USD,95000,US,100,US,AI Engineer,Middle,Medium
3824,2024,FT,92000,USD,92000,US,0,US,Data Analyst,Middle,Medium
3825,2024,FT,68000,USD,68000,US,0,US,Data Analyst,Middle,Medium
3826,2024,FT,300000,USD,300000,GB,0,GB,Research Engineer,Senior,Medium
3827,2024,FT,150000,USD,150000,GB,0,GB,Research Engineer,Senior,Medium
3828,2024,FT,188000,USD,188000,US,100,US,Data Engineer,Senior,Medium
3829,2024,FT,114000,USD,114000,US,100,US,Data Engineer,Senior,Medium
3830,2024,FT,135000,USD,135000,US,0,US,Data Scientist,Middle,Medium
3831,2024,FT,115000,USD,115000,US,0,US,Data Scientist,Middle,Medium
3832,2024,FT,154800,USD,154800,US,0,US,Data Scientist,Entry,Medium
3833,2024,FT,76300,USD,76300,US,0,US,Data Scientist,Entry,Medium
3834,2024,FT,400000,USD,400000,US,0,US,AI Engineer,Middle,Medium
3835,2024,FT,65000,USD,65000,US,0,US,AI Engineer,Middle,Medium
3836,2024,FT,187000,USD,187000,US,100,US,Data Scientist,Senior,Medium
3837,2024,FT,153000,USD,153000,US,100,US,Data Scientist,Senior,Medium
